PUBUKPRN,KISCOURSEID,TAverage
10007767,UBIOMMH,352
10007767,UBIOSH,352
10007767,UBMSFY,268
10007767,UBMSSH-2011,366
10007767,UBMTAMKT,330
10007767,UBMTFY,299
10007767,UBMTFY,330
10007767,UCHEFY,341
10007767,UCHEFY,344
10007767,UCHEMMH,341
10007767,UCHEMMH,344
10007767,UCHESH,344
10007767,UCHESHM,344
10007767,UCHNBSCPRE,326
10007767,UCHNBSCPREFY,321
10007767,UCRIAPSY,338
10007767,UCRIASOC,322
10007767,UCRIFY,312
10007767,UCRIFY,320
10007767,UCRIMMH,320
10007767,UCRIMMH,312
10007767,UCRISH,310
10007767,UCSCFY,339
10007767,UCSCMMH,342
10007767,UCSCMMH,339
10007767,UCSCSH,356
10007767,UCSCSHM,339
10007767,UEALFY,324
10007767,UEALFY,339
10007767,UEALSH,326
10007767,UECOFY,312
10007767,UECOFY,299
10007767,UECWFY,339
10007767,UECWSH,380
10007767,UEDUFY,315
10007767,UEDUMMH,315
10007767,UEDUSH,315
10007767,UENGFY,324
10007767,UENGFY,339
10007767,UENGMMH,324
10007767,UENGMMH,339
10007767,UENGSH,341
10007767,UENSSFY,324
10007767,UENSSH,324
10007767,UENSSHSY,324
10007767,UESTFY,315
10007767,UESTMMH,315
10007767,UEVSMMH,335
10007767,UEVSSH,335
10007767,UEVSSSH,335
10007767,UFCWFY,295
10007767,UFCWFY,339
10007767,UFCWSH,295
10007767,UFCWSH,339
10007767,UFIAFY,341
10007767,UFIASHM,341
10007767,UFINFY,312
10007767,UFINFY,299
10007767,UFSCFY,341
10007767,UFSCFY,344
10007767,UFSCMMH,341
10007767,UFSCMMH,344
10007767,UFSCSH,341
10007767,UFSTHFY,295
10007767,UFSTSH,295
10007767,UGEGFY,301
10007767,UGEGMMH,324
10007767,UGEGMMH,301
10007767,UGEGSH,296
10007767,UGEGSHSFY,301
10007767,UGEOFY,335
10007767,UGEOFY,324
10007767,UGEOMMH,280
10007767,UGEOMMMH,335
10007767,UGEOMMMH,324
10007767,UGSCMSH,324
10007767,UGSCSFY,324
10007767,UGSCSH,328
10007767,UHISFY,322
10007767,UHISFY,339
10007767,UHISMMH,339
10007767,UHISMMH,322
10007767,UHISSH,333
10007767,UHRMFY,339
10007767,UHRMFY,330
10007767,UHUBMMH,352
10007767,UHUBSFY,352
10007767,UHUBSFY,341
10007767,UHUGFY,312
10007767,UHUGFY,301
10007767,UHUGMMH,312
10007767,UHUGMMH,301
10007767,UHUGSH,301
10007767,UINBFY,324
10007767,UINBFY,299
10007767,UINTFY,315
10007767,UINTMMH,315
10007767,UINTMMH,322
10007767,UINTSH,310
10007767,ULAWSH,323
10007767,ULAWSSFY,321
10007767,ULDNBSCPRE,360
10007767,ULDNBSCPREFY,321
10007767,UMANFY,330
10007767,UMANSH,327
10007767,UMATFY,342
10007767,UMATMMH,328
10007767,UMATMMH,342
10007767,UMATSH,356
10007767,UMATSHM,342
10007767,UMBCSH,487
10007767,UMBCSHFY,487
10007767,UMCCFY,295
10007767,UMCCSH,295
10007767,UMCHFY,344
10007767,UMCHFY,335
10007767,UMCHMMH,335
10007767,UMCHMMH,344
10007767,UMHNBSCPRE,327
10007767,UMHNBSCPREFY,321
10007767,UMIDBSCPRE,356
10007767,UMIDBSCPREFY,321
10007767,UMKTFY,330
10007767,UMKTFY,328
10007767,UMUSFY,364
10007767,UMUSSH,382
10007767,UMUTFY,364
10007767,UMUTSH,328
10007767,UNEUFY,383
10007767,UNEUFY,340
10007767,UNEUMMH,383
10007767,UNEUSH,383
10007767,UPHGFY,335
10007767,UPHGMMH,335
10007767,UPHGSH,335
10007767,UPHIFY,318
10007767,UPHIFY,339
10007767,UPHIMMH,318
10007767,UPHIMMH,339
10007767,UPHISH,318
10007767,UPHRMFY,379
10007767,UPHRMSH,373
10007767,UPHYFY,344
10007767,UPHYFY,328
10007767,UPHYMMH,328
10007767,UPHYMMH,342
10007767,UPOLFY,315
10007767,UPOLMMH,315
10007767,UPOLSH,331
10007767,UPSYFY,340
10007767,UPSYMMH,350
10007767,UPSYSH,338
10007767,UPTBFY,368
10007767,UPTBSH,368
10007767,UPTYSH,388
10007767,UPTYSHFY,383
10007767,URSCFY,383
10007767,URSCSH,383
10007767,USOCFY,312
10007767,USOCFY,320
10007767,USOCMMH,312
10007767,USOCMMH,320
10007767,USOCSH,331
10007767,USWKFY,308
10007767,USWKSH,308
10007768,534,424
10007768,590,387
10007768,602,413
10007768,607,408
10007768,611,413
10007768,611,419
10007768,620,409
10007768,650,420
10007768,652,421
10007768,652,427
10007768,654,415
10007768,657,427
10007768,657,440
10007768,659,404
10007768,659,427
10007768,661,424
10007768,661,427
10007768,663,427
10007768,665,430
10007768,666,427
10007768,674,421
10007768,678,409
10007768,678,421
10007768,679,421
10007768,679,425
10007768,680,421
10007768,680,437
10007768,684,421
10007768,684,440
10007768,686,421
10007768,686,438
10007768,689,421
10007768,689,404
10007768,690,421
10007768,690,419
10007768,691,421
10007768,691,392
10007768,696,469
10007768,717,425
10007768,719,425
10007768,719,427
10007768,720,425
10007768,720,409
10007768,721,437
10007768,721,425
10007768,723,425
10007768,723,440
10007768,725,425
10007768,725,438
10007768,728,425
10007768,728,404
10007768,729,425
10007768,729,419
10007768,732,425
10007768,732,412
10007768,736,446
10007768,743,408
10007768,748,404
10007768,748,437
10007768,749,442
10007768,750,424
10007768,750,437
10007768,758,404
10007768,758,419
10007768,758,437
10007768,761,377
10007768,813,440
10007768,818,440
10007768,818,404
10007768,819,392
10007768,819,440
10007768,848,438
10007768,848,404
10007768,856,437
10007768,886,396
10007768,887,411
10007768,891,411
10007768,891,392
10007768,892,411
10007768,892,411
10007768,895,384
10007768,902,419
10007768,902,404
10007768,904,404
10007768,904,424
10007768,907,394
10007768,915,468
10007768,921,419
10007768,926,392
10007768,933,425
10007768,933,392
10007768,942,444
10007768,947,424
10007768,947,411
10007768,960,392
10007768,976,412
10007768,976,427
10007768,977,409
10007768,977,412
10007768,978,412
10007768,978,437
10007768,979,412
10007768,979,440
10007768,981,412
10007768,981,438
10007768,984,404
10007768,984,412
10007768,985,412
10007768,985,419
10007768,986,392
10007768,986,412
10007768,988,412
10007768,988,389
10007768,989,387
10007768,994,389
10007768,994,427
10007768,995,389
10007768,995,421
10007768,1004,438
10007768,1025,461
10007768,1029,468
10007768,1031,373
10007768,1034,373
10007768,1040,396
10007768,1042,419
10007768,1042,408
10007768,1046,414
10007768,1046,404
10007768,1047,414
10007768,1047,438
10007768,1052,446
10007768,1053,433
10007768,1055,433
10007768,1058,444
10007768,1059,430
10007768,1085,395
10007768,1090,404
10007768,1090,438
10007768,1094,464
10007768,1096,416
10007768,1097,430
10007768,1107,384
10007768,1111,398
10007768,1112,404
10007768,1117,412
10007768,1131,402
10007768,1140,436
10007768,1142,368
10007768,1142,438
10007768,1145,438
10007768,1150,424
10007768,1151,440
10007768,1167,386
10007768,1172,438
10007768,1173,473
10007768,1178,425
10007768,1212,419
10007768,1214,373
10007768,1217,460
10007768,1219,408
10007768,1219,373
10007768,1244,495
10007768,1245,488
10007768,1248,486
10007768,1249,532
10007768,3714,389
10007768,4885,376
10007768,4886,421
10007768,4961,396
10007768,5032,429
10007768,5033,446
10007768,5156,476
10007768,5199,419
10007768,5217,404
10007768,5228,413
10007768,5229,411
10007768,5250,390
10007768,5251,411
10007768,5255,410
10007768,5257,427
10007768,5257,421
10007768,5344,392
10007768,5376,445
10007768,5377,457
10007768,5378,438
10007768,5379,438
10007768,5380,427
10007768,5381,438
10007768,5386,411
10007768,5387,411
10007768,5388,411
10007768,5458,418
10007768,5468,427
10007768,5468,425
10007768,5478,412
10007768,5679,392
10007768,5847,396
10007768,5920,506
10007768,5921,432
10007768,5965,404
10007768,5965,421
10007768,5966,404
10007768,5966,425
10007768,5968,412
10007768,5968,404
10007768,5972,420
10007768,6130,436
10007768,6275,389
10007768,6282,455
10007768,7210,416
10007768,7365,430
10007768,7366,430
10007768,7374,419
10007768,7376,411
10007768,7380,409
10007768,7386,414
10007768,7387,429
10007768,7411,408
10007768,7464,411
10007768,7464,387
10007768,7466,387
10007768,7466,404
10007768,7960,415
10007768,7962,457
10007768,8673,404
10007768,8698,404
10007768,8790,421
10007768,8849,412
10007768,8919,430
10007768,8924,427
10007768,8925,427
10007768,8926,440
10007768,9238,406
10007768,9248,421
10007768,9454,411
10007768,9617,411
10007768,9617,427
10007768,9689,473
10007768,9690,459
10007768,9691,473
10007768,9691,438
10007768,9709,406
10007768,9710,452
10007768,9711,464
10007768,9890,394
10007768,9938,404
10007768,10251,444
10007768,10319,398
10007768,10420,411
10007768,10671,411
10007768,10671,419
10007768,10674,424
10007768,10674,419
10007768,11237,427
10007768,11237,412
10007768,15010,421
10007768,15011,436
10007768,15127,410
10007768,15403,413
10007768,15982,436
10007768,16102,411
10007768,16411,404
10007768,16429,422
10007768,16429,419
10007768,16431,384
10007768,16599,516
10007768,16600,516
10007768,16616,438
10007768,16616,473
10007768,16645,394
10007768,16653,380
10007768,16657,430
10007768,16658,430
10007768,16663,398
10007768,16704,414
10007768,16795,440
10007768,16796,440
10007768,16838,481
10007768,16869,408
10007768,16942,368
10007768,16944,384
10007768,16948,413
10007768,16948,414
10007768,16959,384
10007768,16960,384
10007768,16964,368
10007768,16965,368
10007768,17172,421
10007768,17172,387
10007768,17174,425
10007768,17174,387
10007768,17175,412
10007768,17175,387
10007768,17176,366
10007768,17373,413
10007768,17617,430
10007768,17627,440
10007768,17627,419
10007768,17628,404
10007768,17628,440
10007768,17629,424
10007768,17629,440
10007768,17630,440
10007768,17630,421
10007768,17632,440
10007768,17632,412
10007768,17634,425
10007768,17634,440
10007768,17698,419
10007768,17698,424
10007768,17700,419
10007768,17722,413
10007768,17723,404
10007768,17724,404
10007768,17726,404
10007768,17727,430
10007768,17728,404
10007768,17789,438
10007768,17789,387
10007768,17790,387
10007768,17790,389
10007768,17791,387
10007768,17791,430
10007768,17792,438
10007768,17792,430
10007768,17793,438
10007768,17793,389
10007768,17794,430
10007768,17794,389
10007768,17796,389
10007768,17796,425
10007768,17970,373
10007768,17995,404
10007768,18154,404
10007768,18154,438
10007768,18155,368
10007768,18155,429
10007768,18155,413
10007768,18162,411
10007768,18169,404
10007768,18170,404
10007768,18308,429
10007768,18308,414
10007768,18493,419
10007768,18493,411
10007768,18541,398
10007768,18542,433
10007768,18546,421
10007768,18548,421
10007768,18550,425
10007768,18554,434
10007768,18653,387
10007768,18660,429
10007768,18661,411
10007768,18661,413
10007768,18661,368
10007768,18662,438
10007768,18662,429
10007768,18662,414
10007768,18663,411
10007768,18663,413
10007768,18663,414
10007768,18664,411
10007768,18664,429
10007768,18665,368
10007768,18665,413
10007768,18665,411
10007768,18666,411
10007768,18666,413
10007768,18666,414
10007768,18677,430
10007768,18678,430
10007768,18696,409
10007768,18697,409
10007768,18698,409
10007768,18699,409
10007768,18703,413
10007768,18703,411
10007768,18703,414
10007768,18715,398
10007768,18845,409
10007768,18846,409
10007768,18963,430
10007768,18963,411
10007772,U32101,331
10007772,U32102,335
10007772,U32102,316
10007772,U32103,335
10007772,U32103,335
10007772,U32104,344
10007772,U32104,335
10007772,U32105,340
10007772,U32106,324
10007772,U32106,335
10007772,U32107,352
10007772,U32114,335
10007772,U32114,310
10007772,U32201,310
10007772,U32306,310
10007772,U32501,352
10007772,U32504,362
10007772,U32505,387
10007772,U32506,362
10007772,U34101,328
10007772,U34102,335
10007772,U34102,324
10007772,U34103,324
10007772,U34103,326
10007772,U34104,353
10007772,U34105,324
10007772,U34105,368
10007772,U34201,342
10007772,U34202,324
10007772,U34202,342
10007772,U34203,342
10007772,U34204,335
10007772,U34204,342
10007772,U34205,344
10007772,U34205,342
10007772,U34206,342
10007772,U34206,326
10007772,U34210,342
10007772,U34210,324
10007772,U34301,350
10007772,U34302,365
10007772,U34303,376
10007772,U34304,342
10007772,U34305,335
10007772,U34305,342
10007772,U34306,344
10007772,U34306,342
10007772,U34307,326
10007772,U34307,342
10007772,U34401,342
10007772,U34402,324
10007772,U34402,342
10007772,U34403,342
10007772,U34403,335
10007772,U34404,344
10007772,U34404,342
10007772,U34405,326
10007772,U34405,342
10007772,U34407,342
10007772,U34501,343
10007772,U34502,326
10007772,U34502,342
10007772,U34504,326
10007772,U34504,324
10007772,U34505,326
10007772,U34505,342
10007772,U36101,355
10007772,U36103,335
10007772,U36103,335
10007772,U36105,310
10007772,U36105,335
10007772,U36106,335
10007772,U36107,342
10007772,U36107,335
10007772,U36108,310
10007772,U36108,335
10007772,U36109,310
10007772,U36109,335
10007772,U36113,344
10007772,U36113,335
10007772,U36117,324
10007772,U36117,335
10007772,U36119,342
10007772,U36119,335
10007772,U36201,322
10007772,U36202,332
10007772,U36203,310
10007772,U36203,335
10007772,U36204,308
10007772,U36205,305
10007772,U36217,362
10007772,U52105,349
10007772,U52107,340
10007772,U52109,340
10007772,U52151,334
10007772,U52153,340
10007772,U52153,335
10007772,U52155,330
10007772,U52157,340
10007772,U52159,340
10007772,U52162,340
10007772,U52168,331
10007772,U52175,276
10007772,U52201,280
10007772,U52203,314
10007772,U52204,314
10007772,U52205,314
10007772,U52207,314
10007772,U52209,337
10007772,U52251,404
10007772,U52255,276
10007772,U52257,276
10007772,U52260,316
10007772,U54101,377
10007772,U54102,377
10007772,U54108,334
10007772,U54109,410
10007772,U54110,404
10007772,U54111,396
10007772,U54112,366
10007772,U54115,362
10007772,U54117,354
10007772,U54118,387
10007772,U54119,384
10007772,U54502,378
10007772,U54505,372
10007772,U54506,360
10007772,U56100,291
10007772,U56105,371
10007772,U56115,317
10007772,U56119,307
10007772,U56120,317
10007772,U56135,286
10007772,U56136,317
10007772,U56149,304
10007772,U56169,317
10007772,U56172,317
10007772,U56178,317
10007772,U56179,376
10007772,U56183,317
10007772,U56205,288
10007772,U56207,317
10007772,U56209,386
10007772,U56210,317
10007772,U56215,317
10007772,U56216,317
10007772,U56220,317
10007772,U56225,406
10007772,U56226,317
10007772,U72101,267
10007772,U72111,276
10007772,U72121,280
10007772,U72131,247
10007772,U72141,354
10007772,U72151,322
10007772,U74101,377
10007772,U74103,345
10007772,U74105,341
10007772,U74109,356
10007772,U74115,352
10007772,U74117,337
10007772,U74201,320
10007772,U76101,344
10007772,U76103,347
10007772,U76108,367
10007772,U76151,372
10007774,A100,561
10007774,BC98,540
10007774,BCL0,505
10007774,C100,522
10007774,C700,553
10007774,C830,538
10007774,CQ81,544
10007774,CV85,524
10007774,F100,544
10007774,F300,543
10007774,F303,566
10007774,F642,533
10007774,F644,533
10007774,FJ22,548
10007774,G100,568
10007774,G400,547
10007774,GG13,573
10007774,GG14,566
10007774,GV15,577
10007774,H100,559
10007774,H200,559
10007774,H300,559
10007774,H620,559
10007774,H630,559
10007774,H800,559
10007774,H811,559
10007774,IV15,540
10007774,L0V0,556
10007774,L700,518
10007774,LN12,549
10007774,LV11,564
10007774,LV21,526
10007774,LV64,524
10007774,M100,527
10007774,M190,539
10007774,M191,539
10007774,M192,539
10007774,M193,539
10007774,M194,539
10007774,Q300,525
10007774,Q400,504
10007774,Q401,504
10007774,Q402,504
10007774,Q450,504
10007774,Q480,504
10007774,Q710,529
10007774,Q800,528
10007774,Q810,526
10007774,QR31,570
10007774,R110,516
10007774,R200,503
10007774,R300,503
10007774,R400,524
10007774,R500,524
10007774,R711,530
10007774,RR12,496
10007774,RR13,480
10007774,RR14,520
10007774,T101,533
10007774,T201,524
10007774,T600,516
10007774,T601,472
10007774,T6T9,516
10007774,T6TX,516
10007774,T6TY,516
10007774,V100,514
10007774,V118,507
10007774,V350,503
10007774,V600,474
10007774,VF53,600
10007774,VQ51,544
10007774,VV14,514
10007774,VV56,482
10007774,W100,499
10007774,W300,485
10007774,ZZ31,526
10007774,ZZ32,522
10007774,ZZ33,520
10007774,ZZ34,517
10007774,ZZ35,530
10007775,UBAF-QMCLFL1-UJCLILIN,322
10007775,UBAF-QMCLFL1-UJLINESL,375
10007775,UBAF-QMCLFL1-USCLI,342
10007775,UBAF-QMCLFL1-USFLM,408
10007775,UBAF-QMDRAM1-USDRM,406
10007775,UBAF-QMENSH1-UJELILIN,358
10007775,UBAF-QMENSH1-UJESHDRM,410
10007775,UBAF-QMENSH1-UJESHFLM,394
10007775,UBAF-QMENSH1-UJESHHST,423
10007775,UBAF-QMENSH1-USESH,402
10007775,UBAF-QMGEOG1-USGEO,356
10007775,UBAF-QMGEOG1-USHUG,358
10007775,UBAF-QMHIST1-UJHSTFLM,402
10007775,UBAF-QMHIST1-UJHSTFLM,376
10007775,UBAF-QMHIST1-UJHSTPOL,389
10007775,UBAF-QMHIST1-USHST,366
10007775,UBAF-QMHIST1-USMCH,376
10007775,UBAF-QMHIST1-USMEH,396
10007775,UBAF-QMPOLI1-UJPOLINR,387
10007775,UBAF-QMPOLI1-UMPOLBUS,402
10007775,UBAF-QMPOLI1-USINR,381
10007775,UBAF-QMPOLI1-USPOL,378
10007775,UBAF-QMSLAW1-UJLAWPOL,438
10007775,UBAF-QMSLLC1-USFRS,324
10007775,UBAF-QMSLLD1-UJRNWLIN,386
10007775,UBAF-QMSLLD1-UJRNWLIN,373
10007775,UBAF-QMSLLD1-USRNW,386
10007775,UBAF-QMSLLF1-UJFREHSS,300
10007775,UBAF-QMSLLF1-UJGERLIN,373
10007775,UBAF-QMSLLF1-UJGERLIN,340
10007775,UBAF-QMSLLF1-UJHISCAT,345
10007775,UBAF-QMSLLF1-UJHISPOR,345
10007775,UBAF-QMSLLF1-UJLINFRE,373
10007775,UBAF-QMSLLF1-UJLINFRE,324
10007775,UBAF-QMSLLF1-UJLINHSS,373
10007775,UBAF-QMSLLF1-UJLINHSS,345
10007775,UBAF-QMSLLF1-UMFREBUS,322
10007775,UBAF-QMSLLF1-UMGERBUS,320
10007775,UBAF-QMSLLF1-UMHSSBUS,320
10007775,UBAF-QMSLLF1-USFRE,339
10007775,UBAF-QMSLLF1-USGER,340
10007775,UBAF-QMSLLF1-USHSS,354
10007775,UBCF-QMECON1-UJECNFIN,384
10007775,UBCF-QMECON1-UJECNPOL,410
10007775,UBCF-QMECON1-UJECNSTM,376
10007775,UBCF-QMECON1-UMECNFMA,394
10007775,UBCF-QMECON1-USECN,415
10007775,UBDF-QMDENT1-USDEN,474
10007775,UBEF-QMELEC1-USCSE,382
10007775,UBEF-QMELEC1-USCSE,352
10007775,UBEF-QMELEC1-USEEE,396
10007775,UBEF-QMELEC1-USEET,382
10007775,UBEF-QMELEC1-USELE,382
10007775,UBEF-QMELEC1-USEMA,382
10007775,UBEF-QMELED1-USEAI,382
10007775,UBEF-QMELED1-USEEI,382
10007775,UBEF-QMELED1-USEGI,382
10007775,UBEF-QMELED1-USESI,382
10007775,UBEF-QMELED1-USESI,352
10007775,UBEF-QMELED1-USETI,382
10007775,UBEF-QMENND1-USAEI,366
10007775,UBEF-QMENND1-USMCI,330
10007775,UBEF-QMENND1-USMDI,349
10007775,UBEF-QMENND1-USSEI,366
10007775,UBEF-QMENNG1-USAER,356
10007775,UBEF-QMENNG1-USICE,365
10007775,UBEF-QMENNG1-USMEC,348
10007775,UBEF-QMENNG1-USMEN,378
10007775,UBEF-QMENNG1-USSEE,366
10007775,UBEF-QMMTLD1-USDNI,342
10007775,UBEF-QMMTLD1-USMMI,342
10007775,UBEF-QMMTLD1-USMSI,342
10007775,UBEF-QMMTLD1-USMTI,342
10007775,UBEF-QMMTLS1-USDNM,352
10007775,UBEF-QMMTLS1-USMAD,342
10007775,UBEF-QMMTLS1-USMMA,312
10007775,UBEF-QMMTLS1-USMSE,348
10007775,UBLF-QMSLAD1-USEEL,524
10007775,UBLF-QMSLAW1-UMLAWHIS,376
10007775,UBLF-QMSLAW1-UMLAWHIS,464
10007775,UBLF-QMSLAW1-USLAW,459
10007775,UBMF-QMMEDI1-USMED,533
10007775,UBNF-QMELEC1-USCIT,382
10007775,UBNF-QMELEC1-USITM,352
10007775,UBNF-QMELEC1-USITM,373
10007775,UBNF-QMELEC1-USMMT,352
10007775,UBNF-QMELED1-USCTI,382
10007775,UBNF-QMELED1-USITI,371
10007775,UBNF-QMELED1-USMEI,352
10007775,UBSF-QMBIOL1-USBCH,373
10007775,UBSF-QMBIOL1-USBIO,377
10007775,UBSF-QMBIOL1-USBMS,436
10007775,UBSF-QMBIOL1-USGEN,347
10007775,UBSF-QMBIOL1-USMGE,393
10007775,UBSF-QMBIOL1-USPSY,376
10007775,UBSF-QMBIOL1-USZOO,398
10007775,UBSF-QMBIOY1-USBCI,378
10007775,UBSF-QMBUSM1-USAAM,392
10007775,UBSF-QMBUSM1-USAAM,373
10007775,UBSF-QMBUSM1-USBUS,375
10007775,UBSF-QMBUSM1-USMAM,373
10007775,UBSF-QMBUSM1-USMAM,371
10007775,UBSF-QMCHEM1-USCHE,344
10007775,UBSF-QMCHEM1-USPHC,337
10007775,UBSF-QMCHEY1-USCHI,347
10007775,UBSF-QMCHEY1-USPHB,347
10007775,UBSF-QMCOMD1-UJCOSMAI,352
10007775,UBSF-QMCOMD1-UJCOSMAI,358
10007775,UBSF-QMCOMD1-UMCOSBUE,371
10007775,UBSF-QMCOMD1-UMCOSBUE,352
10007775,UBSF-QMCOMD1-UMCOSBUI,371
10007775,UBSF-QMCOMD1-UMCOSBUI,352
10007775,UBSF-QMCOMD1-USCOI,372
10007775,UBSF-QMCOMD1-USCSI,352
10007775,UBSF-QMCOMD1-USSBI,352
10007775,UBSF-QMCOMP1-UJCOSMAS,352
10007775,UBSF-QMCOMP1-UJCOSMAS,358
10007775,UBSF-QMCOMP1-UMCOSBUA,350
10007775,UBSF-QMCOMP1-UMCOSBUS,413
10007775,UBSF-QMCOMP1-USCOS,349
10007775,UBSF-QMCOMP1-USCSU,352
10007775,UBSF-QMCOMP1-USSEB,352
10007775,UBSF-QMGEOG1-UMENVBUS,340
10007775,UBSF-QMGEOG1-UMENVBUS,371
10007775,UBSF-QMGEOG1-UMGEOBUS,365
10007775,UBSF-QMGEOG1-UMGEOBUS,371
10007775,UBSF-QMGEOG1-USENV,334
10007775,UBSF-QMGEOG1-USGEF,331
10007775,UBSF-QMICMS1-USGLH,533
10007775,UBSF-QMICMS1-USGLH,399
10007775,UBSF-QMMATH1-UJMASSTA,364
10007775,UBSF-QMMATH1-UMMASACT,392
10007775,UBSF-QMMATH1-UMMASACT,358
10007775,UBSF-QMMATH1-UMMASBMF,368
10007775,UBSF-QMMATH1-UMMASBUS,371
10007775,UBSF-QMMATH1-UMMASBUS,358
10007775,UBSF-QMMATH1-UMMASFAA,350
10007775,UBSF-QMMATH1-USMAS,360
10007775,UBSF-QMMATH1-USPMA,358
10007775,UBSF-QMMATH1-UTMASSTAFEC,402
10007775,UBSF-QMMTLF1-USBBI,382
10007775,UBSF-QMMTLF1-USBBI,342
10007775,UBSF-QMMTLS1-USBBS,342
10007775,UBSF-QMMTLS1-USBBS,382
10007775,UBSF-QMMTLS1-USMMA,342
10007775,UBSF-QMMTLS1-USMSE,342
10007775,UBSF-QMPHYS1-UMPHYPPH,347
10007775,UBSF-QMPHYS1-USASP,318
10007775,UBSF-QMPHYS1-USPHY,336
10007775,UBSF-QMPHYS1-USTPH,400
10007775,UMEF-QMELEC1-USCSE,352
10007775,UMEF-QMELEC1-USCSE,382
10007775,UMEF-QMELEC1-USEET,382
10007775,UMEF-QMELEC1-USEMA,382
10007775,UMEF-QMENNE1-USAEI,363
10007775,UMEF-QMENNE1-USMCI,366
10007775,UMEF-QMENNE1-USMDI,366
10007775,UMEF-QMENNE1-USROI,382
10007775,UMEF-QMENNE1-USROI,366
10007775,UMEF-QMENNE1-USSEI,366
10007775,UMEF-QMENNG1-USAER,363
10007775,UMEF-QMENNG1-USICE,365
10007775,UMEF-QMENNG1-USMEC,366
10007775,UMEF-QMENNG1-USMEN,482
10007775,UMEF-QMENNG1-USROB,382
10007775,UMEF-QMENNG1-USROB,366
10007775,UMEF-QMENNG1-USSEE,366
10007775,UMEF-QMMTLE1-USDNI,342
10007775,UMEF-QMMTLE1-USMMI,342
10007775,UMEF-QMMTLE1-USMSI,342
10007775,UMEF-QMMTLE1-USMTI,342
10007775,UMEF-QMMTLS1-USDNM,342
10007775,UMEF-QMMTLS1-USMAD,342
10007775,UMEF-QMMTLS1-USMMA,342
10007775,UMEF-QMMTLS1-USMTS,342
10007775,UMIF-QMBIOL1-USBCH,378
10007775,UMIF-QMCHEM1-USCHE,358
10007775,UMIF-QMCHEM1-USPHC,364
10007775,UMIF-QMCOMP1-USCOS,414
10007775,UMIF-QMGEOG1-USENV,340
10007775,UMIF-QMMATH1-UMMASSTA,358
10007775,UMIF-QMMATH1-USFIM,358
10007775,UMIF-QMMATH1-USFIM,408
10007775,UMIF-QMMATH1-USMAS,358
10007775,UMIF-QMMTLG1-USBBI,342
10007775,UMIF-QMMTLG1-USBBI,382
10007775,UMIF-QMMTLS1-USBBS,382
10007775,UMIF-QMMTLS1-USBBS,342
10007775,UMIF-QMPHYS1-UMPHYPPH,347
10007775,UMIF-QMPHYS1-USASP,411
10007775,UMIF-QMPHYS1-USPHY,371
10007775,UMIF-QMPHYS1-USTPH,364
10007775,USEF-QM4BIO1-USBIO,288
10007775,USEF-QM4CHE1-USCHE,347
10007775,USEF-QM4COM1-USCOS,278
10007775,USEF-QM4ELE1-USELE,292
10007775,USEF-QM4ENG1-USAER,363
10007775,USEF-QM4MTH1-USMAS,289
10007775,USEF-QM4MTL1-USMSE,342
10007775,USEF-QM4PHY1-USPHY,296
10007775,USEF-QM5BIO1-USBCH,378
10007775,USEF-QM5CHE1-USCHE,347
10007775,USEF-QM5COM1-USCOS,352
10007775,USEF-QM5ELE1-USELE,382
10007775,USEF-QM5ENG1-USMEC,366
10007775,USEF-QM5MTL1-USMTS,342
10007775,USEF-QM5PHY1-USPHY,347
10007776,3G90,272
10007776,9A33,244
10007776,B400,268
10007776,B940,256
10007776,C120,256
10007776,C300,286
10007776,C602,287
10007776,C610,282
10007776,C800,280
10007776,C813,287
10007776,C845,280
10007776,I120,248
10007776,L100,237
10007776,L300,238
10007776,L600,284
10007776,LCH9,284
10007776,LCH9,243
10007776,M900,251
10007776,MC98,304
10007776,ML61,251
10007776,ML61,243
10007776,ML93,226
10007776,N120,257
10007776,N190,237
10007776,N191,237
10007776,N500,248
10007776,N600,237
10007776,NN24,259
10007776,NN25,259
10007776,P391,248
10007776,P500,248
10007776,PL33,233
10007776,PP3M,248
10007776,PP3M,288
10007776,PR39,260
10007776,PR39,270
10007776,PR54,255
10007776,PR54,260
10007776,PW36,248
10007776,PW36,270
10007776,Q300,280
10007776,Q340,264
10007776,Q910,263
10007776,QR34,260
10007776,QR34,274
10007776,QR3X,260
10007776,QR3X,274
10007776,R800,263
10007776,RP43,260
10007776,RP43,270
10007776,RP95,260
10007776,RP95,255
10007776,V100,270
10007776,V500,251
10007776,V600,268
10007776,V901,261
10007776,W400,284
10007776,W440,286
10007776,W500,284
10007776,W600,262
10007776,W640,259
10007776,W801,288
10007776,WR64,260
10007776,WR64,270
10007776,X300,289
10007776,X310,289
10007776,X347,306
10007776,XC16,240
10007778,BMUS,325
10007779,UBSCABW,363
10007779,UBVETMD,477
10007779,UBVETMG,334
10007779,UBVETMI,442
10007779,UBVETNF,256
10007779,UBVETNR,356
10007779,UBVETVC,358
10007779,UBVETVS,347
10007779,UMSCBVR,363
10007780,K1_AFRICAN_STDSxH_ART-ARCH,385
10007780,K1_AFRICAN_STDSxH_ART-ARCH,363
10007780,K1_AFRICAN_STDSxLAW,385
10007780,K1_AFRICAN_STDSxLAW,404
10007780,K1_AFRICAN_STDSxLINGUISTICS,364
10007780,K1_AFRICAN_STDSxLINGUISTICS,385
10007780,K1_AFRICAN_STDSxS_ASIAN_STDS,385
